Ticker,Year,YoY_Close_Category,Tone_Label_Prob,Negative_Prob,Neutral_Prob,Positive_Prob
AALI,2023,negative,negative,0.9983295798301697,0.0014284190256148577,0.0002421046665403992
ABBA,2023,negative,negative,0.9980835914611816,0.00035953542101196945,0.0015568716917186975
ABMM,2023,positive,positive,0.38222336769104004,0.05352694168686867,0.5642496347427368
ACES,2023,positive,negative,0.9852920174598694,0.013276304118335247,0.001431719516403973
ACST,2023,negative,negative,0.9957208037376404,0.004053113516420126,0.00022614038607571274
ADES,2023,positive,positive,0.034762922674417496,0.002688109176233411,0.9625489115715027
ADHI,2023,negative,negative,0.7600035667419434,0.2393946498632431,0.0006017655250616372
ADMG,2023,negative,negative,0.8848774433135986,0.111199751496315,0.003922783304005861
ADRO,2023,positive,negative,0.9611039757728577,0.000180989081854932,0.038715023547410965
AGII,2023,negative,negative,0.9564486145973206,0.042016856372356415,0.0015345981810241938
AIMS,2023,positive,negative,0.9872762560844421,0.012136346660554409,0.000587422982789576
AISA,2023,negative,negative,0.8333197832107544,0.12684665620326996,0.03983348608016968
AKKU,2023,negative,negative,0.7930096983909607,0.20430438220500946,0.002685895189642906
AKPI,2023,negative,negative,0.9965290427207947,0.0033341313246637583,0.00013690504420083016
AKRA,2023,positive,negative,0.7817113399505615,0.14139015972614288,0.07689845561981201
AKSI,2023,negative,negative,0.9997034668922424,0.00017722185293678194,0.000119246709800791
ALDO,2023,positive,negative,0.987054705619812,0.012428882531821728,0.0005164447356946766
ALKA,2023,negative,negative,0.8685752153396606,0.1023004800081253,0.029124340042471886
ALMI,2023,negative,negative,0.9910349249839783,0.008503668941557407,0.00046146244858391583
ALTO,2023,negative,negative,0.9958499670028687,0.0033921757712960243,0.000757878297008574
AMAN,2023,negative,neutral,0.01463948655873537,0.9846424460411072,0.0007181679247878492
AMFG,2023,negative,negative,0.9995092153549194,0.0002463828132022172,0.00024435846717096865
AMIN,2023,positive,negative,0.7372949719429016,0.26120907068252563,0.0014960374683141708
AMRT,2023,neutral,negative,0.9914532899856567,0.006295353639870882,0.002251402707770467
ANDI,2023,negative,negative,0.9979248046875,0.0011106388410553336,0.000964567472692579
ANJT,2023,neutral,negative,0.9989560842514038,0.0008162386366166174,0.00022774618992116302
ANTM,2023,negative,neutral,0.1457417607307434,0.6773287057876587,0.1769295632839203
APEX,2023,negative,negative,0.9964900612831116,0.0002125689061358571,0.0032974330242723227
APII,2023,negative,negative,0.9535273313522339,0.006905546877533197,0.03956709802150726
APLN,2023,negative,negative,0.9510519504547119,0.047019921243190765,0.0019281433196738362
ARCI,2023,negative,negative,0.9761936664581299,0.013334200717508793,0.010472159832715988
ARGO,2023,positive,neutral,0.39890605211257935,0.6001794338226318,0.0009145434596575797
ARII,2023,positive,negative,0.9968414306640625,0.00021546459174714983,0.0029430920258164406
ARKA,2023,negative,negative,0.9977210164070129,0.0009347971645183861,0.0013440888142213225
ARNA,2023,negative,negative,0.998471200466156,0.001115209423005581,0.0004136623756494373
ARTA,2023,positive,negative,0.6559026837348938,0.32016733288764954,0.02392997220158577
ARTI,2023,negative,negative,0.9043623208999634,0.0946408286690712,0.0009969192324206233
ASGR,2023,negative,negative,0.9689525365829468,0.006591481156647205,0.024455932900309563
ASPI,2023,positive,negative,0.998318076133728,0.0006187033141031861,0.0010632802732288837
ASRI,2023,negative,negative,0.9315088391304016,0.046590425074100494,0.02190079540014267
ASSA,2023,negative,negative,0.9997673630714417,9.028777276398614e-05,0.0001422990026185289
ATIC,2023,negative,negative,0.9922105073928833,0.006706093437969685,0.001083417679183185
AUTO,2023,negative,negative,0.9767348170280457,0.01429462805390358,0.008970552124083042
AYLS,2023,negative,negative,0.84482342004776,0.1484690010547638,0.0067076412960886955
BAJA,2023,negative,negative,0.9756871461868286,0.018345743417739868,0.0059671285562217236
BALI,2023,positive,negative,0.9593561291694641,0.0009094533161260188,0.039734456688165665
BAPA,2023,negative,negative,0.97032231092453,0.02893242798745632,0.0007452823920175433
BAPI,2023,neutral,negative,0.9992708563804626,0.0005899086245335639,0.00013927175314165652
BATA,2023,negative,negative,0.7764894366264343,0.005574703216552734,0.21793581545352936
BAYU,2023,positive,positive,0.022889655083417892,0.0003586323873605579,0.9767516851425171
BBRM,2023,negative,negative,0.9994884729385376,8.981084829429165e-05,0.00042164488695561886
BCIP,2023,negative,negative,0.862532377243042,0.0005750650889240205,0.13689252734184265
BELL,2023,negative,negative,0.9975530505180359,0.0013231792254373431,0.0011237271828576922
BEST,2023,negative,negative,0.6456664204597473,0.05312635377049446,0.30120721459388733
BHIT,2023,negative,negative,0.9927552342414856,0.006782053969800472,0.0004627643502317369
BIKA,2023,negative,negative,0.9267987012863159,0.0014717939775437117,0.07172958552837372
BIMA,2023,negative,negative,0.9994719624519348,0.00038699162541888654,0.00014106470916885883
BIPI,2023,negative,negative,0.9465442299842834,0.01910417713224888,0.03435160219669342
BIPP,2023,negative,negative,0.9991382360458374,0.000723131641279906,0.00013861396291758865
BIRD,2023,negative,negative,0.9986991882324219,0.000924024498090148,0.0003767879097722471
BKDP,2023,negative,negative,0.9995342493057251,0.0003812131762970239,8.456934301648289e-05
BLTA,2023,negative,negative,0.9874983429908752,0.000727161590475589,0.011774453334510326
BLTZ,2023,negative,negative,0.9976995587348938,0.00010714231029851362,0.002193326596170664
BLUE,2023,positive,negative,0.7461338043212891,0.0006372043280862272,0.25322890281677246
BMSR,2023,neutral,negative,0.7960226535797119,0.0019094176823273301,0.20206786692142487
BMTR,2023,negative,negative,0.9757978320121765,0.006993792951107025,0.017208462581038475
BNBR,2023,negative,negative,0.9990293979644775,0.0005749422707594931,0.0003956491709686816
BOGA,2023,negative,negative,0.9984293580055237,0.0013756973203271627,0.0001949836005223915
BOLA,2023,negative,negative,0.9991366267204285,0.0005340268835425377,0.00032931455643847585
BOLT,2023,positive,positive,0.13174906373023987,0.0025310970377177,0.8657198548316956
BPTR,2023,negative,negative,0.9992759823799133,0.00036029258626513183,0.0003636656329035759
BRAM,2023,negative,negative,0.9973134398460388,0.0014245780184864998,0.0012619708431884646
BRMS,2023,neutral,negative,0.9701189398765564,0.02579658478498459,0.004084370564669371
BRNA,2023,negative,negative,0.9997261166572571,0.00012250429426785558,0.0001513701572548598
BRPT,2023,positive,negative,0.8894748687744141,0.09558624774217606,0.014938890933990479
BSDE,2023,negative,negative,0.9643188714981079,0.025740740820765495,0.009940371848642826
BSSR,2023,positive,negative,0.9990212917327881,0.00029968220042064786,0.0006790875922888517
BTEK,2023,negative,negative,0.8440696597099304,0.028140578418970108,0.12778978049755096
BTON,2023,negative,negative,0.9996806383132935,0.00015506200725212693,0.00016432507254648954
BUDI,2023,positive,positive,0.24857312440872192,0.002349037444218993,0.7490778565406799
BUKK,2023,neutral,negative,0.8308916091918945,0.0020769911352545023,0.1670314222574234
BULL,2023,positive,negative,0.9543132185935974,0.0017974362708628178,0.04388932138681412
BUMI,2023,negative,negative,0.9738502502441406,0.00917008612304926,0.01697959192097187
BUVA,2023,negative,neutral,0.027747519314289093,0.8837144374847412,0.0885380282998085
BWPT,2023,negative,positive,0.04594390094280243,0.002412221161648631,0.9516439437866211
BYAN,2023,neutral,negative,0.9967795014381409,0.0014468745794147253,0.0017737108282744884
CAKK,2023,negative,negative,0.5246312618255615,0.4700455069541931,0.005323215387761593
CAMP,2023,positive,negative,0.9897505640983582,0.00023501450777985156,0.010014474391937256
CANI,2023,negative,negative,0.999152421951294,0.000250776152824983,0.0005968239856883883
CARE,2023,negative,negative,0.9084020853042603,0.08385460823774338,0.00774335116147995
CARS,2023,neutral,negative,0.962224543094635,0.036392100155353546,0.0013833566335961223
CASH,2023,negative,negative,0.6771935820579529,0.0022917999885976315,0.3205146789550781
CASS,2023,positive,negative,0.9355900287628174,0.008408140391111374,0.05600181594491005
CCSI,2023,negative,negative,0.9976269602775574,0.002046738751232624,0.00032633962109684944
CEKA,2023,neutral,negative,0.9909809231758118,0.006526193115860224,0.002492888132110238
CENT,2023,negative,negative,0.9988312125205994,0.0008215428097173572,0.00034721248084679246
CINT,2023,negative,negative,0.99473637342453,0.004496941342949867,0.0007666867459192872
CITA,2023,negative,negative,0.9979946613311768,0.0012501110322773457,0.0007552741444669664
CITY,2023,negative,negative,0.9904277324676514,0.00941014289855957,0.00016207537555601448
CLEO,2023,positive,positive,0.00029147585155442357,0.00013561570085585117,0.9995729327201843
CLPI,2023,positive,negative,0.7511314153671265,0.24285760521888733,0.006010942626744509
