Ticker,Year,YoY_Close_Category,Tone_Label_Prob,Negative_Prob,Neutral_Prob,Positive_Prob
AALI,2022,negative,negative,0.8206438422203064,0.08601555228233337,0.09334057569503784
ABBA,2022,negative,positive,0.28924351930618286,0.0007205562433227897,0.7100358605384827
ABMM,2022,positive,negative,0.6146786212921143,0.3221379816532135,0.06318335235118866
ACES,2022,negative,negative,0.8877946138381958,0.021090680733323097,0.09111473709344864
ACST,2022,negative,positive,0.0729227066040039,0.2370901107788086,0.6899871826171875
ADES,2022,positive,negative,0.6882176399230957,0.019765548408031464,0.2920168340206146
ADHI,2022,negative,negative,0.7573617100715637,0.00732104666531086,0.2353171855211258
ADMG,2022,negative,positive,0.3908887505531311,0.05050785839557648,0.5586034059524536
ADRO,2022,negative,positive,0.1907171607017517,0.0149481650441885,0.7943347096443176
AGII,2022,negative,neutral,0.32133427262306213,0.4473274350166321,0.2313382774591446
AISA,2022,negative,negative,0.9007129669189453,0.09125612676143646,0.008030833676457405
AKKU,2022,neutral,negative,0.9960755705833435,0.0034620161168277264,0.0004623945278581232
AKPI,2022,negative,positive,0.0640120580792427,0.02126242220401764,0.9147254824638367
AKRA,2022,positive,negative,0.9045178294181824,0.019266920164227486,0.07621517032384872
AKSI,2022,negative,positive,0.09537988901138306,0.0021597372833639383,0.9024603366851807
ALDO,2022,negative,positive,0.3055592179298401,0.003834855742752552,0.6906059384346008
ALKA,2022,positive,neutral,0.3006249964237213,0.6926723122596741,0.006702692713588476
ALTO,2022,negative,negative,0.9937831163406372,0.0014974981313571334,0.004719332791864872
AMAN,2022,negative,negative,0.956630527973175,0.04024365544319153,0.0031257634982466698
AMFG,2022,negative,positive,0.0029209947679191828,0.00031754985684528947,0.9967615008354187
AMIN,2022,negative,positive,0.15534578263759613,0.11771859228610992,0.7269356846809387
AMRT,2022,positive,negative,0.8073770999908447,0.1876429319381714,0.004979867488145828
ANDI,2022,neutral,positive,0.06187104061245918,0.0008458215743303299,0.9372830986976624
ANJT,2022,negative,negative,0.8871550559997559,0.07581615447998047,0.03702879324555397
ANTM,2022,positive,positive,0.03167790547013283,0.003494853852316737,0.9648271799087524
APEX,2022,negative,positive,0.006133944261819124,0.0007273171213455498,0.9931387305259705
APII,2022,negative,negative,0.9975253939628601,0.0003757794911507517,0.002098851138725877
APLN,2022,positive,negative,0.49277421832084656,0.14310620725154877,0.3641194701194763
ARII,2022,negative,positive,0.0007575732888653874,0.0004374401178210974,0.998805046081543
ARKA,2022,neutral,positive,0.002695099450647831,0.018125010654330254,0.9791799187660217
ARNA,2022,negative,positive,0.0011460579698905349,0.0004118406504858285,0.9984421133995056
ARTA,2022,negative,negative,0.9640920162200928,0.034949891269207,0.0009580596233718097
ARTI,2022,neutral,negative,0.8323719501495361,0.1655494123697281,0.002078560646623373
ASGR,2022,neutral,positive,0.0054666269570589066,0.00027174639399163425,0.994261622428894
ASII,2022,positive,positive,0.23056092858314514,0.193679079413414,0.575760006904602
ASPI,2022,positive,negative,0.9199146628379822,0.0016950948629528284,0.07839028537273407
ASRI,2022,neutral,negative,0.9135259985923767,0.05648403614759445,0.029989948496222496
ASSA,2022,negative,negative,0.9626370668411255,0.029845984652638435,0.007516930811107159
ATIC,2022,negative,negative,0.9954519867897034,0.000587192305829376,0.003960816189646721
AUTO,2022,positive,positive,0.01218185480684042,0.04651986062526703,0.941298246383667
AYLS,2022,negative,positive,0.15169958770275116,0.3013867735862732,0.5469136834144592
BAJA,2022,negative,negative,0.9746243357658386,0.0017914102645590901,0.023584216833114624
BALI,2022,negative,negative,0.9807469248771667,0.006454885937273502,0.01279818918555975
BAPA,2022,negative,neutral,0.18621310591697693,0.4356051981449127,0.37818166613578796
BAPI,2022,neutral,positive,0.04889439791440964,0.016254357993602753,0.9348512291908264
BAYU,2022,negative,positive,0.37238645553588867,0.0064752064645290375,0.6211383938789368
BCIP,2022,positive,negative,0.8586243391036987,0.09817655384540558,0.04319901391863823
BELL,2022,negative,negative,0.9699371457099915,0.004416752140969038,0.025646040216088295
BEST,2022,positive,negative,0.9958940744400024,0.0021711443550884724,0.001934766536578536
BHIT,2022,negative,negative,0.9928070306777954,0.006811246275901794,0.00038167258026078343
BIKA,2022,negative,negative,0.9850209951400757,0.013077476061880589,0.0019016104051843286
BIMA,2022,negative,negative,0.990626335144043,0.0038422090001404285,0.005531469825655222
BIPI,2022,positive,negative,0.8801847696304321,0.009056106209754944,0.11075913906097412
BIPP,2022,negative,negative,0.7746878266334534,0.2212969809770584,0.004015226848423481
BIRD,2022,positive,positive,0.000925587781239301,0.0007062156219035387,0.9983682036399841
BKDP,2022,negative,negative,0.9712147116661072,0.00039154099067673087,0.028393657878041267
BLTA,2022,neutral,negative,0.9148468971252441,0.08025626093149185,0.004896828904747963
BLTZ,2022,negative,negative,0.902275025844574,0.07540058344602585,0.022324470803141594
BLUE,2022,positive,neutral,0.011860652826726437,0.9692937135696411,0.018845610320568085
BMSR,2022,negative,positive,0.03253374248743057,0.0007795608253218234,0.9666867852210999
BMTR,2022,neutral,negative,0.6796538233757019,0.030761469155550003,0.2895846664905548
BNBR,2022,negative,positive,0.0004471254942473024,0.00039369415026158094,0.9991592168807983
