Ticker,Year,YoY_Close_Category,Ticker_Fold
ADRO.JK,2021,positive,0
APEX.JK,2021,negative,0
ARII.JK,2021,negative,0
ARNA.JK,2021,positive,0
BIPP.JK,2021,negative,0
BKDP.JK,2021,positive,0
BLTA.JK,2021,neutral,0
BMSR.JK,2021,positive,0
BOLT.JK,2021,positive,0
BUMI.JK,2021,positive,0
CINT.JK,2021,positive,0
CTTH.JK,2021,negative,0
DSNG.JK,2021,neutral,0
FAST.JK,2021,negative,0
FIRE.JK,2021,negative,0
GAMA.JK,2021,neutral,0
GHON.JK,2021,neutral,0
GMFI.JK,2021,negative,0
GOLD.JK,2021,negative,0
GTBO.JK,2021,neutral,0
HKMU.JK,2021,negative,0
IDPR.JK,2021,positive,0
IMPC.JK,2021,positive,0
INAF.JK,2021,negative,0
INAI.JK,2021,negative,0
JSPT.JK,2021,neutral,0
KOPI.JK,2021,negative,0
LPPF.JK,2021,positive,0
MBTO.JK,2021,negative,0
MDKA.JK,2021,positive,0
MGNA.JK,2021,neutral,0
MMLP.JK,2021,negative,0
MPPA.JK,2021,negative,0
MPRO.JK,2021,positive,0
MRAT.JK,2021,negative,0
MSIN.JK,2021,positive,0
MYOR.JK,2021,negative,0
PANR.JK,2021,positive,0
PJAA.JK,2021,positive,0
PPRE.JK,2021,negative,0
PSAB.JK,2021,negative,0
PTIS.JK,2021,negative,0
PTRO.JK,2021,positive,0
PTSP.JK,2021,negative,0
RISE.JK,2021,positive,0
SDMU.JK,2021,positive,0
SHID.JK,2021,neutral,0
SKBM.JK,2021,positive,0
SKRN.JK,2021,positive,0
SMGR.JK,2021,negative,0
SOSS.JK,2021,neutral,0
URBN.JK,2021,negative,0
AIMS.JK,2021,negative,1
ALDO.JK,2021,positive,1
ANTM.JK,2021,negative,1
ARGO.JK,2021,neutral,1
ASRI.JK,2021,neutral,1
BBRM.JK,2021,negative,1
BOGA.JK,2021,negative,1
CLAY.JK,2021,negative,1
DFAM.JK,2021,positive,1
DIVA.JK,2021,negative,1
DLTA.JK,2021,neutral,1
DSSA.JK,2021,positive,1
DWGL.JK,2021,positive,1
ECII.JK,2021,negative,1
ETWA.JK,2021,neutral,1
GWSA.JK,2021,positive,1
HEAL.JK,2021,positive,1
HMSP.JK,2021,negative,1
HRTA.JK,2021,negative,1
IIKP.JK,2021,neutral,1
IMJS.JK,2021,positive,1
INKP.JK,2021,neutral,1
JKON.JK,2021,negative,1
KAEF.JK,2021,negative,1
KPIG.JK,2021,negative,1
LPIN.JK,2021,positive,1
LUCK.JK,2021,negative,1
MKPI.JK,2021,negative,1
MLPL.JK,2021,negative,1
MPOW.JK,2021,positive,1
PPRE.JK,2021,negative,1
PYFA.JK,2021,neutral,1
PZZA.JK,2021,negative,1
RALS.JK,2021,negative,1
RICY.JK,2021,positive,1
ROTI.JK,2021,negative,1
SCMA.JK,2021,negative,1
SCPI.JK,2021,neutral,1
SMRU.JK,2021,neutral,1
SMSM.JK,2021,neutral,1
SRAJ.JK,2021,negative,1
TCID.JK,2021,negative,1
TDPM.JK,2021,neutral,1
TIRT.JK,2021,neutral,1
TOTL.JK,2021,neutral,1
APII.JK,2021,positive,2
ASGR.JK,2021,positive,2
BAJA.JK,2021,negative,2
BLTZ.JK,2021,negative,2
BPTR.JK,2021,positive,2
BRAM.JK,2021,positive,2
BRMS.JK,2021,positive,2
BWPT.JK,2021,negative,2
BYAN.JK,2021,positive,2
CASS.JK,2021,neutral,2
CEKA.JK,2021,positive,2
CNTX.JK,2021,neutral,2
DAYA.JK,2021,negative,2
DPUM.JK,2021,neutral,2
DSFI.JK,2021,positive,2
EXCL.JK,2021,negative,2
FISH.JK,2021,positive,2
GDYR.JK,2021,negative,2
GPRA.JK,2021,positive,2
IBFN.JK,2021,negative,2
JKSW.JK,2021,neutral,2
KDSI.JK,2021,positive,2
KLBF.JK,2021,positive,2
LINK.JK,2021,positive,2
MAPA.JK,2021,positive,2
MARI.JK,2021,negative,2
MASA.JK,2021,positive,2
MDKA.JK,2021,positive,2
MDKI.JK,2021,neutral,2
MNCN.JK,2021,neutral,2
NASA.JK,2021,negative,2
NIKL.JK,2021,negative,2
NRCA.JK,2021,neutral,2
PGLI.JK,2021,negative,2
POLI.JK,2021,negative,2
PORT.JK,2021,negative,2
PRAS.JK,2021,positive,2
PRIM.JK,2021,negative,2
PWON.JK,2021,neutral,2
SHIP.JK,2021,positive,2
SOCI.JK,2021,negative,2
SONA.JK,2021,negative,2
SPMA.JK,2021,positive,2
TAMU.JK,2021,neutral,2
TBIG.JK,2021,negative,2
TFCO.JK,2021,neutral,2
TRST.JK,2021,positive,2
ULTJ.JK,2021,negative,2
ACST.JK,2021,negative,3
APLN.JK,2021,negative,3
BEST.JK,2021,negative,3
BSDE.JK,2021,negative,3
BTEK.JK,2021,neutral,3
BTON.JK,2021,negative,3
CITY.JK,2021,neutral,3
CMNP.JK,2021,positive,3
DART.JK,2021,neutral,3
DILD.JK,2021,negative,3
DKFT.JK,2021,negative,3
DYAN.JK,2021,positive,3
FPNI.JK,2021,positive,3
HITS.JK,2021,positive,3
INRU.JK,2021,negative,3
ISAT.JK,2021,neutral,3
JIHD.JK,2021,negative,3
KONI.JK,2021,positive,3
LMSH.JK,2021,positive,3
MBSS.JK,2021,positive,3
MDLN.JK,2021,positive,3
MYOH.JK,2021,positive,3
MYOR.JK,2021,negative,3
NFCX.JK,2021,positive,3
OMRE.JK,2021,negative,3
PCAR.JK,2021,negative,3
PEHA.JK,2021,negative,3
PLIN.JK,2021,negative,3
PTIS.JK,2021,negative,3
RDTX.JK,2021,neutral,3
SHID.JK,2021,neutral,3
SIDO.JK,2021,positive,3
SMAR.JK,2021,positive,3
STTP.JK,2021,negative,3
TARA.JK,2021,neutral,3
TAXI.JK,2021,neutral,3
TBMS.JK,2021,positive,3
TGRA.JK,2021,negative,3
TIRA.JK,2021,negative,3
AALI.JK,2021,positive,4
ACES.JK,2021,negative,4
ATIC.JK,2021,negative,4
BHIT.JK,2021,negative,4
BNBR.JK,2021,neutral,4
BOLA.JK,2021,negative,4
BOSS.JK,2021,negative,4
BUKK.JK,2021,neutral,4
CAKK.JK,2021,positive,4
CENT.JK,2021,negative,4
DOID.JK,2021,neutral,4
DPNS.JK,2021,positive,4
EKAD.JK,2021,neutral,4
EMDE.JK,2021,negative,4
EMTK.JK,2021,negative,4
ENRG.JK,2021,positive,4
ERTX.JK,2021,neutral,4
FMII.JK,2021,negative,4
FOOD.JK,2021,neutral,4
GIAA.JK,2021,neutral,4
IGAR.JK,2021,positive,4
KIAS.JK,2021,neutral,4
KRAS.JK,2021,negative,4
LAND.JK,2021,positive,4
LEAD.JK,2021,positive,4
MDRN.JK,2021,neutral,4
MIKA.JK,2021,neutral,4
MIRA.JK,2021,neutral,4
MLIA.JK,2021,positive,4
MSKY.JK,2021,negative,4
MTPS.JK,2021,negative,4
NATO.JK,2021,neutral,4
PBRX.JK,2021,positive,4
PGAS.JK,2021,positive,4
RANC.JK,2021,positive,4
SAPX.JK,2021,negative,4
SATU.JK,2021,positive,4
SGRO.JK,2021,positive,4
SIMP.JK,2021,neutral,4
SMCB.JK,2021,negative,4
SMGR.JK,2021,negative,4
SRIL.JK,2021,neutral,4
SSMS.JK,2021,positive,4
TOPS.JK,2021,neutral,4
TPMA.JK,2021,negative,4
UNIC.JK,2021,positive,4
UNVR.JK,2021,negative,4
ABBA.JK,2021,positive,5
ADES.JK,2021,positive,5
ADMG.JK,2021,negative,5
AKKU.JK,2021,neutral,5
AKSI.JK,2021,negative,5
BATA.JK,2021,negative,5
BAYU.JK,2021,positive,5
BIMA.JK,2021,positive,5
BMTR.JK,2021,neutral,5
BRPT.JK,2021,negative,5
BULL.JK,2021,negative,5
CNKO.JK,2021,neutral,5
COCO.JK,2021,negative,5
CSIS.JK,2021,neutral,5
DEAL.JK,2021,negative,5
GDST.JK,2021,negative,5
GEMA.JK,2021,neutral,5
GLOB.JK,2021,negative,5
GZCO.JK,2021,positive,5
HOTL.JK,2021,neutral,5
IMAS.JK,2021,negative,5
INDS.JK,2021,positive,5
IPOL.JK,2021,negative,5
ISSP.JK,2021,positive,5
JRPT.JK,2021,neutral,5
KARW.JK,2021,negative,5
KOBX.JK,2021,positive,5
LAPD.JK,2021,neutral,5
LPKR.JK,2021,negative,5
MDRN.JK,2021,neutral,5
META.JK,2021,negative,5
MKNT.JK,2021,neutral,5
MLBI.JK,2021,positive,5
MPMX.JK,2021,positive,5
POWR.JK,2021,positive,5
PUDP.JK,2021,positive,5
SAME.JK,2021,negative,5
SHIP.JK,2021,positive,5
SIPD.JK,2021,positive,5
SKLT.JK,2021,negative,5
SMDM.JK,2021,positive,5
SMMT.JK,2021,positive,5
SMRA.JK,2021,negative,5
SOTS.JK,2021,negative,5
TRIS.JK,2021,positive,5
TSPC.JK,2021,neutral,5
ULTJ.JK,2021,negative,5
ADHI.JK,2021,neutral,6
AMFG.JK,2021,positive,6
BUVA.JK,2021,negative,6
CLPI.JK,2021,positive,6
DIGI.JK,2021,negative,6
DUTI.JK,2021,positive,6
DVLA.JK,2021,positive,6
ELTY.JK,2021,neutral,6
GMTD.JK,2021,negative,6
HERO.JK,2021,positive,6
HEXA.JK,2021,positive,6
ICON.JK,2021,negative,6
INCI.JK,2021,negative,6
INDF.JK,2021,positive,6
INDX.JK,2021,positive,6
INPP.JK,2021,negative,6
INTA.JK,2021,negative,6
IPCC.JK,2021,positive,6
ITMA.JK,2021,neutral,6
JTPE.JK,2021,negative,6
KBLM.JK,2021,positive,6
KKGI.JK,2021,positive,6
LMPI.JK,2021,neutral,6
LPCK.JK,2021,neutral,6
LTLS.JK,2021,positive,6
MAIN.JK,2021,negative,6
MCAS.JK,2021,positive,6
MGRO.JK,2021,positive,6
MIDI.JK,2021,positive,6
MITI.JK,2021,positive,6
MOLI.JK,2021,negative,6
PBID.JK,2021,negative,6
POLL.JK,2021,negative,6
POLU.JK,2021,positive,6
POSA.JK,2021,neutral,6
PSKT.JK,2021,neutral,6
SILO.JK,2021,negative,6
SIMP.JK,2021,neutral,6
SQMI.JK,2021,negative,6
SULI.JK,2021,neutral,6
SUPR.JK,2021,positive,6
TNCA.JK,2021,positive,6
UNSP.JK,2021,positive,6
ABMM.JK,2021,positive,7
AGII.JK,2021,positive,7
AISA.JK,2021,negative,7
AKPI.JK,2021,positive,7
ALMI.JK,2021,positive,7
ALTO.JK,2021,negative,7
AMIN.JK,2021,negative,7
AMRT.JK,2021,positive,7
ARTA.JK,2021,positive,7
AUTO.JK,2021,neutral,7
BAPA.JK,2021,positive,7
BCIP.JK,2021,negative,7
BIKA.JK,2021,negative,7
CSAP.JK,2021,positive,7
CTBN.JK,2021,negative,7
CTRA.JK,2021,negative,7
ERAA.JK,2021,negative,7
GGRM.JK,2021,negative,7
HRME.JK,2021,negative,7
IATA.JK,2021,positive,7
IBST.JK,2021,positive,7
ICBP.JK,2021,positive,7
INCO.JK,2021,positive,7
INTD.JK,2021,neutral,7
INTP.JK,2021,negative,7
JSKY.JK,2021,negative,7
KIJA.JK,2021,negative,7
KINO.JK,2021,positive,7
KOIN.JK,2021,negative,7
LION.JK,2021,negative,7
LPLI.JK,2021,negative,7
MAPI.JK,2021,positive,7
MICE.JK,2021,positive,7
MYTX.JK,2021,negative,7
PBSA.JK,2021,positive,7
PKPK.JK,2021,positive,7
PSDN.JK,2021,negative,7
PTBA.JK,2021,positive,7
PTSN.JK,2021,negative,7
RAJA.JK,2021,positive,7
SKRN.JK,2021,positive,7
TALF.JK,2021,positive,7
TKIM.JK,2021,negative,7
TRIO.JK,2021,neutral,7
ALKA.JK,2021,positive,8
ANDI.JK,2021,neutral,8
BIRD.JK,2021,positive,8
BRNA.JK,2021,negative,8
CAMP.JK,2021,positive,8
CLEO.JK,2021,positive,8
CPRI.JK,2021,neutral,8
DEWA.JK,2021,neutral,8
ELSA.JK,2021,positive,8
FILM.JK,2021,positive,8
FITT.JK,2021,positive,8
HADE.JK,2021,neutral,8
HELI.JK,2021,negative,8
HRUM.JK,2021,positive,8
IKAI.JK,2021,neutral,8
INPS.JK,2021,negative,8
JAYA.JK,2021,positive,8
JPFA.JK,2021,negative,8
MARK.JK,2021,positive,8
MBAP.JK,2021,positive,8
MERK.JK,2021,positive,8
MFMI.JK,2021,positive,8
MICE.JK,2021,positive,8
MINA.JK,2021,negative,8
MLPT.JK,2021,negative,8
MTDL.JK,2021,positive,8
MTLA.JK,2021,negative,8
NELY.JK,2021,positive,8
OKAS.JK,2021,negative,8
PDES.JK,2021,negative,8
PNSE.JK,2021,negative,8
POLU.JK,2021,positive,8
PSDN.JK,2021,negative,8
RBMS.JK,2021,neutral,8
SAFE.JK,2021,positive,8
SCCO.JK,2021,negative,8
SDPC.JK,2021,negative,8
SRSN.JK,2021,negative,8
TCPI.JK,2021,positive,8
TRUK.JK,2021,positive,8
UNTR.JK,2021,positive,8
AKRA.JK,2021,positive,9
ANJT.JK,2021,positive,9
ARTI.JK,2021,neutral,9
ASII.JK,2021,positive,9
ASSA.JK,2021,negative,9
BELL.JK,2021,positive,9
BSSR.JK,2021,positive,9
BUDI.JK,2021,positive,9
CANI.JK,2021,negative,9
CCSI.JK,2021,positive,9
CMPP.JK,2021,positive,9
DMAS.JK,2021,negative,9
ESSA.JK,2021,positive,9
FASW.JK,2021,negative,9
FORU.JK,2021,positive,9
GEMS.JK,2021,positive,9
GJTL.JK,2021,negative,9
GOOD.JK,2021,positive,9
INCF.JK,2021,negative,9
INDR.JK,2021,positive,9
INDY.JK,2021,positive,9
ITMG.JK,2021,positive,9
JAST.JK,2021,negative,9
JGLE.JK,2021,neutral,9
JSMR.JK,2021,neutral,9
KICI.JK,2021,negative,9
KMTR.JK,2021,negative,9
KREN.JK,2021,negative,9
LSIP.JK,2021,positive,9
MDIA.JK,2021,negative,9
MIKA.JK,2021,neutral,9
MTDL.JK,2021,positive,9
PRDA.JK,2021,positive,9
PSSI.JK,2021,positive,9
RIGS.JK,2021,positive,9
RUIS.JK,2021,negative,9
SOSS.JK,2021,neutral,9
TELE.JK,2021,negative,9
