Ticker,Ticker_Fold,Year,YoY_Close_Category,Tone_Label_Prob,Negative_Prob,Neutral_Prob,Positive_Prob
ADHI,6,2021,neutral,positive,0.0011331370333209634,0.008009981364011765,0.9908568263053894
ADHI,6,2022,negative,negative,0.9965257048606873,0.0006023261812515557,0.0028720363043248653
ADHI,6,2023,negative,negative,0.968455970287323,0.001612749882042408,0.029931314289569855
ADHI,6,2024,positive,negative,0.991461992263794,0.001857475028373301,0.006680577527731657
AMFG,6,2021,positive,neutral,0.02554015815258026,0.9684288501739502,0.006030994933098555
AMFG,6,2022,negative,positive,0.24717216193675995,0.178936168551445,0.5738916993141174
AMFG,6,2023,negative,negative,0.8876781463623047,0.031539831310510635,0.08078203350305557
AMFG,6,2024,negative,negative,0.9284022450447083,0.06398440152406693,0.007613376714289188
BUKA,6,2024,negative,positive,0.00036963168531656265,0.001938232802785933,0.9976921081542969
BUVA,6,2021,negative,negative,0.6476963758468628,0.022433388978242874,0.32987022399902344
BUVA,6,2022,neutral,negative,0.9775641560554504,0.021153558045625687,0.00128221046179533
BUVA,6,2023,negative,negative,0.8653462529182434,0.08618538081645966,0.048468321561813354
BUVA,6,2024,positive,positive,0.011806851252913475,0.0003324583813082427,0.9878607392311096
CARE,6,2022,negative,negative,0.9957199692726135,0.0038248933851718903,0.0004552665923256427
CARE,6,2023,negative,positive,0.0040756105445325375,0.008058726787567139,0.9878656268119812
CARE,6,2024,positive,positive,0.0006439767894335091,0.013827183283865452,0.9855288863182068
CLPI,6,2021,positive,negative,0.8738259673118591,0.12106918543577194,0.005104911047965288
CLPI,6,2022,negative,negative,0.9985178112983704,0.0013565865810960531,0.0001255419774679467
CLPI,6,2023,positive,neutral,0.008417687378823757,0.9753450155258179,0.01623728685081005
CLPI,6,2024,neutral,negative,0.9925952553749084,0.0014567839680239558,0.005947960074990988
CMNT,6,2024,negative,neutral,0.45102745294570923,0.5422441363334656,0.006728402804583311
CPRO,6,2022,negative,negative,0.9305686354637146,0.06906662881374359,0.0003647189005278051
CPRO,6,2023,negative,negative,0.7706629037857056,0.2263650894165039,0.002972023095935583
CPRO,6,2024,neutral,positive,0.006120105739682913,0.01077424269169569,0.9831057190895081
DIGI,6,2021,negative,negative,0.9971039891242981,0.0010198353556916118,0.001876097172498703
DIGI,6,2022,negative,negative,0.9995068311691284,0.0002186511264881119,0.0002745776146184653
DIGI,6,2023,negative,negative,0.9995850920677185,0.00027846175362356007,0.00013642876001540571
DIGI,6,2024,positive,negative,0.8251129984855652,0.010433150455355644,0.16445378959178925
DUTI,6,2021,positive,negative,0.578536868095398,0.005333564709872007,0.41612958908081055
DUTI,6,2022,neutral,negative,0.9936549663543701,0.004480347037315369,0.0018646351527422667
DUTI,6,2023,negative,negative,0.7932338118553162,0.20540478825569153,0.0013613717164844275
DUTI,6,2024,negative,positive,0.004166033584624529,0.0010344410547986627,0.9947994947433472
DVLA,6,2021,positive,negative,0.971802830696106,0.011347589083015919,0.016849661245942116
DVLA,6,2022,negative,negative,0.9996854066848755,0.0002277727471664548,8.691207767697051e-05
DVLA,6,2023,negative,positive,0.19497035443782806,0.10715389996767044,0.6978757977485657
DVLA,6,2024,positive,positive,0.0007528095738962293,0.0013418029993772507,0.9979053735733032
ELTY,6,2021,neutral,negative,0.9984532594680786,0.00011462812108220533,0.0014321459457278252
ELTY,6,2022,neutral,negative,0.997960090637207,0.0006659487262368202,0.001373977866023779
ELTY,6,2023,negative,neutral,0.09241846203804016,0.9051742553710938,0.002407410182058811
ESTI,6,2022,negative,negative,0.998788058757782,0.0008501688134856522,0.00036186279612593353
ESTI,6,2023,negative,negative,0.5038745999336243,0.0028290811460465193,0.493296355009079
ESTI,6,2024,neutral,negative,0.8237369656562805,0.006248458754271269,0.17001453042030334
FAPA,6,2023,neutral,neutral,0.006679429206997156,0.6978732347488403,0.29544731974601746
FAPA,6,2024,neutral,negative,0.8967315554618835,0.04745831713080406,0.05581015720963478
GMTD,6,2021,negative,neutral,0.05863858014345169,0.8826023936271667,0.05875898897647858
GMTD,6,2022,neutral,positive,0.02521524205803871,0.006783015094697475,0.9680017232894897
GMTD,6,2023,positive,neutral,0.43221515417099,0.4431741535663605,0.12461064755916595
GMTD,6,2024,negative,negative,0.5977430939674377,0.35736197233200073,0.04489494860172272
HERO,6,2021,positive,negative,0.9504356980323792,0.007293381728231907,0.04227098077535629
HERO,6,2022,negative,negative,0.9962008595466614,0.0012595505686476827,0.002539559733122587
HERO,6,2023,negative,negative,0.9995593428611755,0.00017291797848884016,0.00026768987299874425
HERO,6,2024,negative,positive,0.33415937423706055,0.021655093878507614,0.644185483455658
HEXA,6,2021,positive,negative,0.5136232972145081,0.001905924640595913,0.4844706952571869
HEXA,6,2022,positive,negative,0.9898588061332703,0.000991852954030037,0.00914932880550623
HEXA,6,2023,positive,negative,0.6110256314277649,0.3832882344722748,0.005686131305992603
HEXA,6,2024,negative,positive,0.4525611102581024,0.0026155197992920876,0.544823408126831
ICON,6,2021,negative,negative,0.919388473033905,0.07707156985998154,0.003540006000548601
ICON,6,2022,negative,positive,0.31591346859931946,0.04996495693922043,0.6341215968132019
ICON,6,2023,negative,negative,0.9960612654685974,0.0038461212534457445,9.262006642529741e-05
ICON,6,2024,positive,positive,0.00894983485341072,0.018957024440169334,0.9720931649208069
INCI,6,2021,negative,negative,0.9983837604522705,0.0014337811153382063,0.00018244246894028038
INCI,6,2022,negative,negative,0.998624324798584,0.0011563587468117476,0.00021923237363807857
INCI,6,2023,neutral,positive,0.17982099950313568,0.03761821985244751,0.7825607657432556
INCI,6,2024,positive,positive,0.002139719668775797,0.0028474198188632727,0.9950128197669983
INDF,6,2021,positive,positive,0.25730663537979126,0.04803977161645889,0.6946536302566528
INDF,6,2022,neutral,negative,0.9993253946304321,0.00037978883483447134,0.0002948869951069355
INDF,6,2023,negative,negative,0.9468539357185364,0.0019470944534987211,0.05119901895523071
INDF,6,2024,positive,negative,0.9916468262672424,0.0005576371913775802,0.0077956002205610275
INDX,6,2021,positive,neutral,0.16912753880023956,0.8010187745094299,0.029853709042072296
INDX,6,2022,negative,negative,0.9632319808006287,0.03544586896896362,0.0013221880653873086
INDX,6,2023,negative,neutral,0.49521341919898987,0.5043002367019653,0.00048643359332345426
INDX,6,2024,negative,neutral,0.015139876864850521,0.8302371501922607,0.15462303161621094
INPP,6,2021,negative,negative,0.7384478449821472,0.0287697184830904,0.23278239369392395
INPP,6,2022,positive,negative,0.991240918636322,0.0005151607329025865,0.008243948221206665
