Ticker,Year,YoY_Close_Category,Ticker_Fold
ADRO.JK,2021,positive,0
ADRO.JK,2022,negative,0
ADRO.JK,2023,positive,0
ADRO.JK,2024,neutral,0
APEX.JK,2022,negative,0
APEX.JK,2023,negative,0
ARII.JK,2021,negative,0
ARII.JK,2022,negative,0
ARII.JK,2023,positive,0
ARII.JK,2024,neutral,0
ARNA.JK,2021,positive,0
ARNA.JK,2022,negative,0
ARNA.JK,2023,negative,0
ARNA.JK,2024,positive,0
BIKE.JK,2024,neutral,0
BIPI.JK,2022,positive,0
BIPI.JK,2023,negative,0
BIPI.JK,2024,positive,0
BIPP.JK,2021,negative,0
BIPP.JK,2022,negative,0
BIPP.JK,2024,positive,0
BKDP.JK,2021,positive,0
BKDP.JK,2024,negative,0
BLTA.JK,2021,neutral,0
BLTA.JK,2022,neutral,0
BLTA.JK,2023,negative,0
BLTA.JK,2024,positive,0
BLUE.JK,2022,positive,0
BLUE.JK,2023,positive,0
BLUE.JK,2024,neutral,0
BMSR.JK,2021,positive,0
BMSR.JK,2022,negative,0
BMSR.JK,2023,neutral,0
BMSR.JK,2024,negative,0
BOLT.JK,2021,positive,0
BOLT.JK,2022,negative,0
BOLT.JK,2023,positive,0
BOLT.JK,2024,positive,0
BUMI.JK,2021,positive,0
BUMI.JK,2022,positive,0
BUMI.JK,2024,positive,0
CINT.JK,2021,positive,0
CINT.JK,2023,negative,0
CINT.JK,2024,positive,0
CTTH.JK,2021,negative,0
CTTH.JK,2022,neutral,0
CTTH.JK,2023,negative,0
CTTH.JK,2024,positive,0
DGNS.JK,2023,neutral,0
DGNS.JK,2024,negative,0
DSNG.JK,2021,neutral,0
DSNG.JK,2022,neutral,0
DSNG.JK,2023,positive,0
DSNG.JK,2024,positive,0
FAST.JK,2021,negative,0
FAST.JK,2024,negative,0
FIRE.JK,2021,negative,0
FIRE.JK,2022,negative,0
FIRE.JK,2023,positive,0
GAMA.JK,2021,neutral,0
GHON.JK,2021,neutral,0
GHON.JK,2022,negative,0
GHON.JK,2023,neutral,0
GHON.JK,2024,neutral,0
GMFI.JK,2023,negative,0
GMFI.JK,2024,positive,0
GOLD.JK,2021,negative,0
GOLD.JK,2022,positive,0
GOLD.JK,2023,negative,0
GOLD.JK,2024,negative,0
GTBO.JK,2021,neutral,0
GTBO.JK,2022,positive,0
GTBO.JK,2023,positive,0
HKMU.JK,2022,neutral,0
HOKI.JK,2024,negative,0
IDPR.JK,2021,positive,0
IDPR.JK,2024,positive,0
IMPC.JK,2021,positive,0
IMPC.JK,2022,positive,0
IMPC.JK,2023,neutral,0
IMPC.JK,2024,negative,0
INAF.JK,2021,negative,0
