Ticker,Ticker_Fold,Year,YoY_Close_Category,Tone_Label_Prob,Negative_Prob,Neutral_Prob,Positive_Prob
ALKA,8,2021,positive,positive,0.02559692971408367,0.01911972090601921,0.9552834033966064
ALKA,8,2022,positive,positive,0.39050737023353577,0.07629507035017014,0.5331975817680359
ALKA,8,2024,negative,neutral,0.07961222529411316,0.5897789597511292,0.3306087851524353
AMAN,8,2022,negative,positive,0.12647657096385956,0.2175535261631012,0.6559699177742004
AMAN,8,2024,negative,neutral,0.0753486156463623,0.4656747281551361,0.4589766561985016
ANDI,8,2021,neutral,neutral,0.15621890127658844,0.5917223691940308,0.252058744430542
ANDI,8,2022,neutral,positive,0.08592481166124344,0.23941226303577423,0.6746628880500793
ANDI,8,2024,positive,positive,0.04561109468340874,0.23560775816440582,0.7187811732292175
BIRD,8,2021,positive,neutral,0.112999327480793,0.6621221899986267,0.2248784452676773
BIRD,8,2022,positive,positive,0.19060833752155304,0.3372257649898529,0.47216591238975525
BIRD,8,2023,negative,positive,0.07954932749271393,0.15476249158382416,0.7656881213188171
BIRD,8,2024,positive,positive,0.26525309681892395,0.11124196648597717,0.6235049366950989
BKSL,8,2024,positive,positive,0.2147349864244461,0.27492454648017883,0.5103405117988586
BRNA,8,2022,negative,neutral,0.3033890128135681,0.5081291794776917,0.18848182260990143
BRNA,8,2024,neutral,neutral,0.28802067041397095,0.5015050768852234,0.21047423779964447
CAMP,8,2021,positive,neutral,0.2440163493156433,0.4491681754589081,0.30681556463241577
CAMP,8,2022,positive,neutral,0.36986297369003296,0.3725166618824005,0.2576203942298889
CAMP,8,2023,positive,negative,0.5498804450035095,0.22413820028305054,0.22598133981227875
CAMP,8,2024,negative,negative,0.4272409975528717,0.3245318830013275,0.2482270896434784
CLEO,8,2021,positive,positive,0.09282493591308594,0.06662237644195557,0.8405526876449585
CLEO,8,2022,positive,positive,0.07469119131565094,0.081051304936409,0.8442574739456177
CLEO,8,2023,positive,positive,0.1507197767496109,0.0843634158372879,0.7649168372154236
CPRI,8,2021,neutral,neutral,0.2760278582572937,0.3783421516418457,0.3456299602985382
DEWA,8,2021,neutral,positive,0.08480621129274368,0.31162726879119873,0.6035665273666382
DEWA,8,2022,negative,negative,0.6584763526916504,0.2848353683948517,0.05668828263878822
DEWA,8,2023,positive,negative,0.501537024974823,0.354362428188324,0.14410057663917542
DEWA,8,2024,positive,negative,0.4837108850479126,0.2193194478750229,0.2969697117805481
DMMX,8,2022,negative,positive,0.2501060664653778,0.28777945041656494,0.4621144235134125
DMMX,8,2023,negative,positive,0.11740373820066452,0.1815572828054428,0.7010390758514404
DMMX,8,2024,positive,positive,0.3801897466182709,0.17714828252792358,0.44266197085380554
DMND,8,2022,negative,positive,0.3727322816848755,0.20536024868488312,0.4219074249267578
DMND,8,2023,negative,positive,0.22552041709423065,0.23585471510887146,0.5386248230934143
ELSA,8,2021,positive,negative,0.5110427141189575,0.3872533142566681,0.1017039567232132
ELSA,8,2022,positive,negative,0.6366178393363953,0.262729287147522,0.10065295547246933
ELSA,8,2023,positive,positive,0.3254453241825104,0.2668812572956085,0.4076734781265259
ELSA,8,2024,neutral,positive,0.14627310633659363,0.3160640001296997,0.5376628041267395
ENVY,8,2022,neutral,positive,0.1524985134601593,0.12148681282997131,0.7260147333145142
ENVY,8,2023,neutral,positive,0.14680306613445282,0.105699822306633,0.7474970817565918
ENVY,8,2024,neutral,positive,0.40158528089523315,0.1429150551557541,0.45549967885017395
FILM,8,2021,positive,neutral,0.13582082092761993,0.5058019757270813,0.3583771884441376
FILM,8,2022,positive,negative,0.5671696662902832,0.33233126997947693,0.10049904137849808
FILM,8,2023,positive,positive,0.13732798397541046,0.06130464747548103,0.8013674020767212
FILM,8,2024,negative,positive,0.31209883093833923,0.15665580332279205,0.5312454104423523
FITT,8,2021,positive,neutral,0.34956538677215576,0.39931631088256836,0.2511183023452759
FITT,8,2022,positive,negative,0.5661056041717529,0.2113577127456665,0.22253671288490295
FITT,8,2024,positive,positive,0.36851760745048523,0.24161648750305176,0.38986584544181824
HADE,8,2021,neutral,positive,0.24020704627037048,0.3141411542892456,0.4456517994403839
HADE,8,2023,negative,positive,0.1520504653453827,0.17916660010814667,0.6687829494476318
HADE,8,2024,positive,positive,0.1451105773448944,0.24212700128555298,0.6127623915672302
HDIT,8,2022,negative,negative,0.5932745337486267,0.26509517431259155,0.14163027703762054
HDIT,8,2023,negative,negative,0.472606360912323,0.19968585669994354,0.32770776748657227
HDIT,8,2024,positive,negative,0.47013628482818604,0.2739418148994446,0.25592195987701416
HELI,8,2021,negative,neutral,0.31159281730651855,0.34639692306518555,0.3420102000236511
HELI,8,2022,negative,neutral,0.3711948096752167,0.4998738467693329,0.12893132865428925
HELI,8,2023,positive,neutral,0.2566365897655487,0.5785663723945618,0.16479714214801788
HELI,8,2024,positive,neutral,0.12320797145366669,0.7471808195114136,0.12961122393608093
HRUM,8,2021,positive,positive,0.16902416944503784,0.414470374584198,0.4165055453777313
HRUM,8,2022,negative,negative,0.433144211769104,0.3427649140357971,0.2240908294916153
IDEA,8,2024,positive,negative,0.4385930895805359,0.29369470477104187,0.26771220564842224
IKAI,8,2021,neutral,negative,0.5654029250144958,0.2923021912574768,0.14229485392570496
IKAI,8,2023,negative,neutral,0.20265252888202667,0.7624678015708923,0.03487969934940338
IKAI,8,2024,neutral,positive,0.10508057475090027,0.32548239827156067,0.5694369673728943
INPS,8,2021,negative,positive,0.3469694256782532,0.26290833950042725,0.3901222348213196
INPS,8,2023,negative,negative,0.5435715317726135,0.23457659780979156,0.22185179591178894
INPS,8,2024,positive,neutral,0.0964536964893341,0.7319071292877197,0.17163912951946259
ITIC,8,2022,neutral,negative,0.5008714199066162,0.2081230878829956,0.2910054922103882
ITIC,8,2024,negative,positive,0.2057621031999588,0.10941588133573532,0.6848220229148865
JAWA,8,2023,neutral,positive,0.0951656624674797,0.12281957268714905,0.7820147275924683
JAWA,8,2024,positive,positive,0.07787138223648071,0.1474294811487198,0.7746991515159607
JAYA,8,2021,positive,positive,0.06285132467746735,0.17007723450660706,0.7670714259147644
JAYA,8,2022,neutral,positive,0.23344455659389496,0.23506128787994385,0.5314942002296448
JAYA,8,2023,negative,negative,0.4916694164276123,0.13969795405864716,0.3686326742172241
JAYA,8,2024,positive,positive,0.13507899641990662,0.23919914662837982,0.6257218718528748
JECC,8,2023,negative,positive,0.3766878843307495,0.22399024665355682,0.3993218243122101
JECC,8,2024,positive,positive,0.07949402183294296,0.15679970383644104,0.7637062668800354
JPFA,8,2021,negative,negative,0.5046753883361816,0.3119524121284485,0.18337222933769226
JPFA,8,2022,negative,negative,0.552570641040802,0.28349289298057556,0.16393649578094482
JPFA,8,2023,neutral,negative,0.6067535281181335,0.19841018319129944,0.19483627378940582
JPFA,8,2024,positive,positive,0.049960698932409286,0.09992893040180206,0.8501104116439819
MARK,8,2021,positive,positive,0.16097678244113922,0.05358028784394264,0.7854430079460144
MARK,8,2022,negative,neutral,0.28156042098999023,0.5252820253372192,0.19315756857395172
MARK,8,2023,positive,negative,0.4810357987880707,0.2856977880001068,0.2332664430141449
MARK,8,2024,negative,positive,0.3826938569545746,0.11673974245786667,0.5005664229393005
MBAP,8,2021,positive,neutral,0.09205068647861481,0.5348012447357178,0.3731480538845062
MBAP,8,2022,negative,negative,0.48803430795669556,0.32478269934654236,0.1871829330921173
MBAP,8,2024,negative,neutral,0.05385027453303337,0.47319453954696655,0.4729551672935486
MTPS,8,2022,neutral,positive,0.12574690580368042,0.280973881483078,0.5932791829109192
POSA,8,2021,neutral,neutral,0.2413892298936844,0.530432939529419,0.22817778587341309
POSA,8,2022,neutral,negative,0.3599108159542084,0.3051067888736725,0.33498239517211914
POSA,8,2023,neutral,positive,0.35102322697639465,0.28619909286499023,0.3627776503562927
POSA,8,2024,neutral,negative,0.5506182312965393,0.2890873849391937,0.16029436886310577
PWON,8,2021,neutral,positive,0.09739899635314941,0.2800787687301636,0.6225221753120422
PWON,8,2022,neutral,negative,0.46335047483444214,0.452738881111145,0.08391062170267105
PWON,8,2024,neutral,neutral,0.20342956483364105,0.5272606015205383,0.2693098187446594
RONY,8,2022,neutral,negative,0.41366204619407654,0.2452908605337143,0.341047078371048
TBLA,8,2021,neutral,neutral,0.37415650486946106,0.3908633589744568,0.23498006165027618
TBLA,8,2022,neutral,positive,0.3797091245651245,0.21594582498073578,0.4043450653553009
TDPM,8,2021,neutral,positive,0.38168224692344666,0.23417621850967407,0.38414159417152405
TDPM,8,2022,neutral,neutral,0.319451242685318,0.4505133032798767,0.23003548383712769
TPIA,8,2024,neutral,positive,0.06347677111625671,0.29326409101486206,0.6432591080665588
UFOE,8,2023,neutral,negative,0.5691821575164795,0.2685743570327759,0.16224351525306702
