Ticker,Ticker_Fold,Year,YoY_Close_Category,Tone_Label_Prob,Negative_Prob,Neutral_Prob,Positive_Prob
ABMM,7,2021,positive,positive,0.0004988759174011648,0.005653250962495804,0.9938479065895081
ABMM,7,2022,positive,negative,0.9995515942573547,0.00020383790251798928,0.00024455509264953434
ABMM,7,2023,positive,negative,0.9997838139533997,0.00010007118544308469,0.00011608692875597626
ABMM,7,2024,negative,positive,0.013016659766435623,0.00022598648502025753,0.9867573976516724
AGII,7,2021,positive,neutral,0.005053658504039049,0.9593127965927124,0.03563359007239342
AGII,7,2022,negative,negative,0.6838352680206299,0.0023156669922173023,0.3138490617275238
AGII,7,2023,negative,positive,0.005144200287759304,0.10317600518465042,0.8916798233985901
AGII,7,2024,negative,positive,0.1743016391992569,0.0012826791498810053,0.8244157433509827
AISA,7,2021,negative,negative,0.586235761642456,0.001717141130939126,0.4120471179485321
AISA,7,2022,negative,negative,0.9975340366363525,0.0002833339967764914,0.00218262430280447
AISA,7,2023,negative,negative,0.7794923186302185,0.014880387112498283,0.20562727749347687
AISA,7,2024,positive,positive,0.07734113186597824,0.0014533917419612408,0.9212055206298828
AKPI,7,2021,positive,negative,0.515428364276886,0.004404724575579166,0.4801669120788574
AKPI,7,2022,negative,negative,0.9958951473236084,0.0031534915324300528,0.0009513928089290857
AKPI,7,2023,negative,positive,0.07649610191583633,0.0010584158590063453,0.92244553565979
AKPI,7,2024,negative,positive,0.04313492774963379,0.0004054199671372771,0.956459641456604
ALMI,7,2021,positive,negative,0.9667854905128479,0.002103329636156559,0.03111124411225319
ALMI,7,2023,negative,negative,0.9992125034332275,0.0002891269978135824,0.0004984276019968092
ALMI,7,2024,positive,negative,0.9988941550254822,0.00016817456344142556,0.0009377161622978747
ALTO,7,2021,negative,negative,0.7472215294837952,0.24567767977714539,0.007100729737430811
ALTO,7,2022,negative,negative,0.9990413784980774,0.0003667401906568557,0.0005919301183894277
ALTO,7,2023,negative,negative,0.9978387951850891,0.0004336894489824772,0.0017275175778195262
AMIN,7,2021,negative,negative,0.6279504299163818,0.2590576708316803,0.11299195140600204
AMIN,7,2022,negative,neutral,0.4405849575996399,0.5579158067703247,0.0014992139767855406
AMIN,7,2023,positive,positive,0.0013674264773726463,0.41186606884002686,0.5867665410041809
AMIN,7,2024,neutral,neutral,0.001579002826474607,0.5566684007644653,0.4417525827884674
AMRT,7,2021,positive,negative,0.9849905371665955,0.0004237245593685657,0.014585730619728565
