Ticker,Ticker_Fold,Year,YoY_Close_Category,Tone_Label_Prob,Negative_Prob,Neutral_Prob,Positive_Prob
ALKA,8,2021,positive,positive,0.015001652762293816,0.4433581531047821,0.5416401624679565
ALKA,8,2022,positive,negative,0.9910174608230591,0.008410157635807991,0.0005723413778468966
ALKA,8,2023,negative,negative,0.9983037710189819,0.001630657585337758,6.561361806234345e-05
ALKA,8,2024,negative,negative,0.5195209383964539,0.006826622877269983,0.4736524224281311
AMAN,8,2022,negative,positive,0.007139700930565596,0.003923880401998758,0.9889364838600159
AMAN,8,2023,negative,positive,0.006345734465867281,0.0008609384531155229,0.9927933216094971
AMAN,8,2024,negative,positive,0.00011618187272688374,0.00040195113979279995,0.9994818568229675
ANDI,8,2021,neutral,neutral,0.031772762537002563,0.7537453770637512,0.2144818753004074
ANDI,8,2022,neutral,negative,0.9996471405029297,0.0002619256265461445,9.087526268558577e-05
ANDI,8,2023,negative,negative,0.9990537762641907,0.0008575920946896076,8.859063382260501e-05
ANDI,8,2024,positive,negative,0.9887365698814392,0.011172531172633171,9.08720976440236e-05
BIRD,8,2021,positive,negative,0.8253200054168701,0.06878092885017395,0.10589902848005295
BIRD,8,2022,positive,negative,0.999189555644989,0.0006068641087040305,0.00020357314497232437
BIRD,8,2023,negative,positive,0.0010591614991426468,0.00012495739792939276,0.9988158941268921
BIRD,8,2024,positive,positive,0.00014072464546188712,0.00014112408098299056,0.9997181296348572
BKSL,8,2024,positive,negative,0.9677969813346863,0.0009245017427019775,0.03127852827310562
BRNA,8,2021,negative,negative,0.7137650847434998,0.22182850539684296,0.06440635770559311
BRNA,8,2022,negative,negative,0.999757707118988,0.00010947899863822386,0.00013275542005430907
BRNA,8,2023,negative,negative,0.8767179250717163,0.0018812264315783978,0.1214008778333664
BRNA,8,2024,neutral,negative,0.9390776753425598,0.004458783194422722,0.05646355077624321
CAMP,8,2021,positive,negative,0.5895185470581055,0.40972691774368286,0.0007545879925601184
CAMP,8,2022,positive,negative,0.9947439432144165,0.0009447313495911658,0.004311369266360998
CAMP,8,2023,positive,negative,0.8265523314476013,0.1530924290418625,0.020355185493826866
CAMP,8,2024,negative,neutral,0.025271298363804817,0.5705659985542297,0.4041627049446106
CLEO,8,2021,positive,neutral,0.06631053984165192,0.8617605566978455,0.07192883640527725
CLEO,8,2022,positive,negative,0.9905163645744324,0.0006261413800530136,0.008857427164912224
CLEO,8,2023,positive,negative,0.9975392818450928,0.0004970660666003823,0.0019636680372059345
CLEO,8,2024,negative,positive,0.007226193323731422,0.0016781393205747008,0.9910956621170044
CPRI,8,2021,neutral,neutral,0.0025625177659094334,0.9944369792938232,0.003000467550009489
DEPO,8,2024,negative,negative,0.3733172118663788,0.2625749409198761,0.3641078770160675
DEWA,8,2021,neutral,negative,0.7294601798057556,0.24522727727890015,0.025312528014183044
DEWA,8,2022,negative,negative,0.9229833483695984,0.0560452826321125,0.020971376448869705
DEWA,8,2023,positive,neutral,0.022927818819880486,0.8932145237922668,0.0838577002286911
DEWA,8,2024,positive,positive,0.0008179254946298897,9.190445416606963e-05,0.9990901947021484
DMMX,8,2022,negative,negative,0.9982609152793884,0.0013429045211523771,0.0003961290931329131
DMMX,8,2023,negative,negative,0.9412350654602051,0.002055500168353319,0.05670949071645737
DMMX,8,2024,positive,negative,0.9896249175071716,0.0016929516568779945,0.008682187646627426
DMND,8,2022,negative,negative,0.972375750541687,0.009887764230370522,0.01773650199174881
DMND,8,2023,negative,positive,0.061279296875,0.001790547976270318,0.9369301199913025
DMND,8,2024,negative,positive,0.00041196096572093666,0.00010097141785081476,0.999487042427063
ELSA,8,2021,positive,neutral,0.26005372405052185,0.6662488579750061,0.07369741797447205
ELSA,8,2022,positive,neutral,0.38230109214782715,0.5161126852035522,0.10158619284629822
ELSA,8,2023,positive,positive,0.007557138334959745,0.0005283360951580107,0.9919145107269287
ELSA,8,2024,neutral,positive,0.2866787314414978,0.0018499261932447553,0.7114713788032532
ENVY,8,2022,neutral,neutral,0.4346845746040344,0.5390738248825073,0.026241548359394073
ENVY,8,2023,neutral,negative,0.5607027411460876,0.11043175309896469,0.32886555790901184
ENVY,8,2024,neutral,positive,0.150837704539299,0.1217607706785202,0.7274014949798584
FILM,8,2021,positive,neutral,0.0019184420816600323,0.9816964268684387,0.016385089606046677
FILM,8,2022,positive,neutral,0.17375566065311432,0.8256092667579651,0.0006350042531266809
FILM,8,2023,positive,negative,0.8067243099212646,0.17411145567893982,0.019164232537150383
FILM,8,2024,negative,negative,0.9233787655830383,0.05323357507586479,0.02338765375316143
FITT,8,2021,positive,negative,0.9917023777961731,0.007977425120770931,0.00032023960375227034
FITT,8,2022,positive,negative,0.6788172125816345,0.3188052773475647,0.002377582248300314
FITT,8,2023,negative,negative,0.9528643488883972,0.0416877381503582,0.005447926465421915
FITT,8,2024,positive,positive,0.260712206363678,0.0007768599898554385,0.7385109066963196
HADE,8,2021,neutral,negative,0.9949475526809692,0.0028014821000397205,0.002250882564112544
HADE,8,2022,negative,negative,0.9996899366378784,0.00023541234259027988,7.476071186829358e-05
HADE,8,2023,negative,neutral,0.020026229321956635,0.9796992540359497,0.0002745758683886379
HADE,8,2024,positive,neutral,0.09613257646560669,0.583621621131897,0.3202458322048187
HDIT,8,2022,negative,neutral,0.016804728657007217,0.9690593481063843,0.014135973528027534
HDIT,8,2023,negative,negative,0.9984756112098694,0.0008455010247416794,0.0006789341568946838
HDIT,8,2024,positive,positive,0.018926015123724937,0.003467441536486149,0.9776065349578857
HELI,8,2021,negative,neutral,0.0016437494195997715,0.9981361627578735,0.0002200000308221206
HELI,8,2022,negative,neutral,0.38887104392051697,0.4818790853023529,0.12924984097480774
HELI,8,2023,positive,neutral,0.09506357461214066,0.883716881275177,0.021219618618488312
HELI,8,2024,positive,negative,0.9955183267593384,0.0002770433493424207,0.004204666242003441
HRUM,8,2021,positive,positive,0.2812502682209015,0.007351634558290243,0.7113980650901794
HRUM,8,2022,negative,neutral,0.0033166357316076756,0.9193980693817139,0.07728537917137146
HRUM,8,2023,negative,negative,0.5477621555328369,0.0007015310111455619,0.4515363276004791
HRUM,8,2024,negative,negative,0.9459545016288757,0.02891981229186058,0.025125764310359955
IDEA,8,2024,positive,neutral,0.14160005748271942,0.8374457955360413,0.020954150706529617
IKAI,8,2021,neutral,negative,0.6761415004730225,0.3186555802822113,0.0052029131911695
IKAI,8,2023,negative,negative,0.9960170388221741,0.0001458607875974849,0.0038370920810848475
IKAI,8,2024,neutral,positive,0.18472112715244293,0.0003472807293292135,0.8149315714836121
INPS,8,2021,negative,positive,0.006943992339074612,0.0012573663843795657,0.9917986392974854
